experiment,reader,max_len,virtual_max_len,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.duration_sec,run.mask,run.short_name,run.full_name,run.no,wrapper.type,gen.SeqProcessLoss.class_name,gen.SeqProcessLoss.config.reduction,gen.SeqProcessLoss.config.name,gen.SeqProcessLoss.config.losses,gen.SeqProcessLoss.config.sampler.class_name,gen.SeqProcessLoss.config.sampler.config.name,gen.SeqProcessLoss.config.sampler.config.trainable,gen.SeqProcessLoss.config.sampler.config.dtype,gen.SeqProcessLoss.config.sampler.__passive_serialization__,gen.SeqProcessLoss.config.sampler.shared_object_id,gen.SeqProcessLoss.__passive_serialization__,gen.SeqProcessLoss.shared_object_id,gen.SeqProcessEvaluator.class_name,gen.SeqProcessEvaluator.config.reduction,gen.SeqProcessEvaluator.config.name,gen.SeqProcessEvaluator.config.losses,gen.SeqProcessEvaluator.config.sampler.class_name,gen.SeqProcessEvaluator.config.sampler.config.name,gen.SeqProcessEvaluator.config.sampler.config.trainable,gen.SeqProcessEvaluator.config.sampler.config.dtype,gen.SeqProcessEvaluator.config.sampler.__passive_serialization__,gen.SeqProcessEvaluator.config.sampler.shared_object_id,gen.SeqProcessEvaluator.__passive_serialization__,gen.SeqProcessEvaluator.shared_object_id,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,46,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,8
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,47,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,9
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,48,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,10
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,11,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,11
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,18,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,12
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,17,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,13
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,16,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,14
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,15,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,15
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,14,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,16
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,13,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,17
1,OutcomeDice4ELReader,52,,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel,12,0.9998596906661987,1.285042958388761,0.06862745098039214,0.2167909570658091,0.0,0.9996245503425598,0,1,0,1,14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14 > 14,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 22 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 20 > 19 > 18 > 21 > 22 > 38,52.35485649108887,1111,OD4ELGSLSTMGM_SVAEGW_32_32_IM,OutcomeDice4ELGeneratorsSimpleLSTMGeneratorModel_SimpleVAEGeneratorWrapper_float32_float32_ImprovementMeasure,1,SimpleVAEGeneratorWrapper,SeqProcessLoss,none,SeqProcessLoss,"[{'class_name': 'MSpCatCE', 'config': {'reduction': 'none', 'name': 'MSpCatCE'}, '__passive_serialization__': True, 'shared_object_id': 5}, {'class_name': 'MeanSquaredError', 'config': {'reduction': 'none', 'name': 'mean_squared_error'}, '__passive_serialization__': True, 'shared_object_id': 6}, {'class_name': 'SimpleKLDivergence', 'config': {'reduction': 'none', 'name': 'SimpleKLDivergence'}, '__passive_serialization__': True, 'shared_object_id': 7}]",Sampler,sampler_10,True,float32,True,0,True,1,SeqProcessEvaluator,none,SeqProcessEvaluator,"[{'class_name': 'MCatEditSimilarity', 'config': {'reduction': 'sum_over_batch_size', 'name': 'MCatEditSimilarity'}, '__passive_serialization__': True, 'shared_object_id': 8}, {'class_name': 'SMAPE', 'config': {'reduction': 'sum_over_batch_size', 'name': 'SMAPE'}, '__passive_serialization__': True, 'shared_object_id': 9}]",Sampler,sampler_11,True,float32,True,2,True,3,2097,39,52,1111,ImprovementMeasure,1,9,18
